_key,name,lat,lon
222,San Petersburgo (frente num 25),39.45588321886505,-6.382389687160725
223,"San Petersburgo, 25",39.455862339704325,-6.38226263820868
224,Av. de las Arenas (ida),39.47034134408355,-6.391158032792357
225,Av. de las Arenas (vuelta),39.47012936116744,-6.390945109470018
226,"Pierre de Coubertin, 12",39.45897329872711,-6.379194157888098
227,"Pierre de Coubertin, 34",39.456526477375725,-6.378553842645947
228,Pierre de Coubertin (cruce c/ Potosi),39.45382657177147,-6.377876585331245
229,"Cueva del Conejar, 13",39.45358320660711,-6.3746784216672765
230,"Casaplata (Mesta, 26)",39.45176442975922,-6.373526640904221
231,"Trashumancia, 1",39.453349091350816,-6.375082321471345
232,Arsenio Gallego (fte 54),39.48789479159254,-6.371760029187127
233,"Juan Manuel Rozas, 10",39.47466209311088,-6.355136014566928
234,Res. Universidad (J. M. Rozas fte. 46),39.47469180998057,-6.351694146431358
235,La Palacina,39.47288272816258,-6.363653967807275
236,Av. Constitucion (frente cruce c/ Logrosan),39.44937727916886,-6.389129033749357
237,Av. Constitucion (rotonda c/ Santa Cristina),39.447439464873185,-6.391897209454951
238,Santa Cristina (cruce Av. Constitucion),39.447161726908384,-6.391965675311947
239,Av. Constitucion (cruce c/ Logrosan),39.44931140126845,-6.389003676164662
240,"Av. Rio Tiber, 2",39.45030206398265,-6.388989890746231
241,Av. Rio Tiber (cruce c/ Rodano),39.45117787186112,-6.391885465644751
243,Bda. S. S. Pedro (C/Mina Estrella),39.44575511175643,-6.393517079541774
245,Octavio Paz (fte. Cruce Luis Alvarez Lencero),39.47082619367811,-6.397916447377321
246,Av. de las Arenas (cruce c/ Dalia),39.467707351120346,-6.399043896708664
248,Av. Extremadura (cementerio),39.48237066966476,-6.369294257712692
249,Av. Extremadura (fte. cementerio),39.48242894369645,-6.369082802670974
250,Av. Extremadura (fte. cruce Rafael Lucenqui),39.48427923385874,-6.366850646081494
251,Av. Extremadura (cruce Rafael Lucenqui),39.48432818740026,-6.367023185071912
252,"Arsenio Gallego, 54",39.488067914457055,-6.371846518302497
253,"Avutardas, 7",39.48838527411753,-6.376322372917171
254,Arsenio Gallego (Centro de Salud),39.48659854076516,-6.365042445773046
255,"Arsenio Gallego, 21",39.487695892736895,-6.368942324142414
256,Arsenio Gallego (fte. 21),39.48790554782649,-6.369050681019517
257,Av. Cuatros Lugares impares (cruce c/ Tomillos),39.49740259421585,-6.359599398280053
258,Av. Cuatros Lugares pares (cruce c/ Tomillos),39.497668399616025,-6.359403287182723
259,Av. Cervantes (cruce Av. Maltravieso),39.45627860706917,-6.368383067560062
260,Cuevas del Escoural,39.45673831151115,-6.3675987496982955
262,Rincon de Ballesteros,39.19667532731604,-6.391960376078044
263,Av. Hispanidad (fte. Estacion Autobuses),39.4611047116126,-6.382228839815396
267,Av. Virgen de Guadalupe (C.D. El Peru),39.46806500763978,-6.3848736458039115
268,"Residencia de Mayores, N-630",39.41745764918994,-6.355198347900924
270,C/Arsenio Gallego (Parking Mercadona),39.48784107569095,-6.368192762418082
271,C/Arsenio Gallego (fte. Parking Mercadona),39.48769705851275,-6.368198195282015
272,Av.Cuatro Lugares impares (cr.Severo Ochoa),39.49730741006733,-6.364533239899278
273,Av.Cuatro Lugares pares (cr. Severo Ochoa),39.49746095466452,-6.364550693457147
274,"Av. Cuatro Lugares, 32",39.49694336650564,-6.35802376863191
275,"C/Ocho de marzo, 11",39.49212050812061,-6.356299611382448
276,C/Ocho de Marzo (fte. num 11),39.4918780102696,-6.3563320560879575
277,El Junquillo (C/Dalia fte. num 12),39.46444029293699,-6.398782056065501
278,Camping de Caceres,39.48832889459,-6.413994286654661
500,Garaje,39.489158295120866,-6.419288550989381
